ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
nias-3_right-1-1,nias-3_right-1,k.a.w.õ.l.õ,2228,false,expert,Greenhill2008,,,
centralamis-3_right-1-1,centralamis-3_right-1,k.a.w.a.n.a.n,255,false,expert,Greenhill2008,,,
banoni-3_right-1-1,banoni-3_right-1,m.a.t.oː,519,false,expert,Greenhill2008,,,
singhi-3_right-1-1,singhi-3_right-1,t.o.u.x,519,false,expert,Greenhill2008,,,
banggi-3_right-1-1,banggi-3_right-1,k.i.k.u.a.n,184,false,expert,Greenhill2008,,,
merinamalagasy-4_legfoot-1-1,merinamalagasy-4_legfoot-1,r.a.n.j.o,97,false,expert,Greenhill2008,,,
merinamalagasy-4_legfoot-2-1,merinamalagasy-4_legfoot-2,t.o.ŋ.o.t.r.a,1053,false,expert,Greenhill2008,,,
thao-4_legfoot-1-1,thao-4_legfoot-1,k.u.s.k.u.s,1161,false,expert,Greenhill2008,,,
palauan-4_legfoot-1-1,palauan-4_legfoot-1,o.a.cʰ,290,false,expert,Greenhill2008,,,
tunjung-4_legfoot-1-1,tunjung-4_legfoot-1,u.n.e.ŋ,1401,false,expert,Greenhill2008,,,
baree-4_legfoot-1-1,baree-4_legfoot-1,w.i.t.i,28,false,expert,Greenhill2008,,,
iban-4_legfoot-1-1,iban-4_legfoot-1,k.a.k.i,290,false,expert,Greenhill2008,,,
iban-4_legfoot-2-1,iban-4_legfoot-2,p.a.h,1557,false,expert,Greenhill2008,,,
berawanlongterawan-4_legfoot-1-1,berawanlongterawan-4_legfoot-1,g.i.m.a.ʔ,366,false,expert,Greenhill2008,,,
moken-4_legfoot-1-1,moken-4_legfoot-1,p.a.k.a.ʔ,199,false,expert,Greenhill2008,,,
moken-4_legfoot-2-1,moken-4_legfoot-2,k.a.k.a.j,290,false,expert,Greenhill2008,,,
hanunoo-4_legfoot-1-1,hanunoo-4_legfoot-1,r.a.p.a.r.a.p.a,1797,false,expert,Greenhill2008,,,
wuna-4_legfoot-1-1,wuna-4_legfoot-1,gʰ.a.gʰ.e,290,false,expert,Greenhill2008,,,
tetum-4_legfoot-1-1,tetum-4_legfoot-1,a.i.n,290,false,expert,Greenhill2008,,,
mailu-4_legfoot-1-1,mailu-4_legfoot-1,a.u,1936,false,expert,Greenhill2008,,,
tsou-4_legfoot-1-1,tsou-4_legfoot-1,r.u.r.u,2099,false,expert,Greenhill2008,,,
nias-4_legfoot-1-1,nias-4_legfoot-1,a.h.e,290,false,expert,Greenhill2008,,,
centralamis-4_legfoot-1-1,centralamis-4_legfoot-1,w.a.q.a.j,290,false,expert,Greenhill2008,,,
chamorro-4_legfoot-1-1,chamorro-4_legfoot-1,a.dː.e.ŋ,2517,false,expert,Greenhill2008,,,
banoni-4_legfoot-1-1,banoni-4_legfoot-1,r.a.p.i.nː.a,2602,false,expert,Greenhill2008,,,
singhi-4_legfoot-1-1,singhi-4_legfoot-1,p.e.u.n,2744,false,expert,Greenhill2008,,,
banggi-4_legfoot-1-1,banggi-4_legfoot-1,u.e.i,290,false,expert,Greenhill2008,,,
maloh-5_towalk-1-1,maloh-5_towalk-1,l.a.m.b.a.ʔ,563,false,expert,Greenhill2008,,,
merinamalagasy-5_towalk-1-1,merinamalagasy-5_towalk-1,m.a.n.d.é.h.a,1054,false,expert,Greenhill2008,,,
palauan-5_towalk-1-1,palauan-5_towalk-1,m.e.r.a.e.l,212,false,expert,Greenhill2008,,,
tunjung-5_towalk-1-1,tunjung-5_towalk-1,c.a.l.a.n,212,false,expert,Greenhill2008,,,
baree-5_towalk-1-1,baree-5_towalk-1,l.i.n.j.a,99,false,expert,Greenhill2008,,,
iban-5_towalk-1-1,iban-5_towalk-1,j.a.l.a.i,212,false,expert,Greenhill2008,,,
berawanlongterawan-5_towalk-1-1,berawanlongterawan-5_towalk-1,l.a.k.a.w,57,false,expert,Greenhill2008,,,
moken-5_towalk-1-1,moken-5_towalk-1,l.a.k.a.w,57,false,expert,Greenhill2008,,,
hanunoo-5_towalk-1-1,hanunoo-5_towalk-1,l.u.m.a.k.a.w,57,false,expert,Greenhill2008,,,
wuna-5_towalk-1-1,wuna-5_towalk-1,n.o.k.a.l.a,362,false,expert,Greenhill2008,,,
tetum-5_towalk-1-1,tetum-5_towalk-1,l.a.ʔ.o,57,false,expert,Greenhill2008,,,
mailu-5_towalk-1-1,mailu-5_towalk-1,b.a.e.b.a.e,1937,false,expert,Greenhill2008,,,
tsou-5_towalk-1-1,tsou-5_towalk-1,c.o.e.c.o.n.ʉ,2100,false,expert,Greenhill2008,,,
nias-5_towalk-1-1,nias-5_towalk-1,f.a.n.õ,416,false,expert,Greenhill2008,,,
centralamis-5_towalk-1-1,centralamis-5_towalk-1,l.u.m.a.k.a.t,690,false,expert,Greenhill2008,,,
centralamis-5_towalk-2-1,centralamis-5_towalk-2,r.u.m.a.k.a.t,690,false,expert,Greenhill2008,,,
chamorro-5_towalk-1-1,chamorro-5_towalk-1,l.a.h.u,57,false,expert,Greenhill2008,,,
singhi-5_towalk-1-1,singhi-5_towalk-1,p.o.n.u,416,false,expert,Greenhill2008,,,
banggi-5_towalk-1-1,banggi-5_towalk-1,e.m.p.aː.n.o,416,false,expert,Greenhill2008,,,
maloh-6_roadpath-1-1,maloh-6_roadpath-1,d.a.l.a.n,95,false,expert,Greenhill2008,,,
merinamalagasy-6_roadpath-1-1,merinamalagasy-6_roadpath-1,l.a.l.a.n.a,95,false,expert,Greenhill2008,,,
thao-6_roadpath-1-1,thao-6_roadpath-1,s.a.r.a.n,95,false,expert,Greenhill2008,,,
palauan-6_roadpath-1-1,palauan-6_roadpath-1,r.a.e.l,95,false,expert,Greenhill2008,,,
tunjung-6_roadpath-1-1,tunjung-6_roadpath-1,l.o.r.o.ŋ,95,false,expert,Greenhill2008,,,
baree-6_roadpath-1-1,baree-6_roadpath-1,j.a.j.a,95,false,expert,Greenhill2008,,,
iban-6_roadpath-1-1,iban-6_roadpath-1,j.a.l.a.i,95,false,expert,Greenhill2008,,,
berawanlongterawan-6_roadpath-1-1,berawanlongterawan-6_roadpath-1,i.l.a.n,95,false,expert,Greenhill2008,,,
hanunoo-6_roadpath-1-1,hanunoo-6_roadpath-1,d.a.l.a.n,95,false,expert,Greenhill2008,,,
wuna-6_roadpath-1-1,wuna-6_roadpath-1,s.a.l.a,95,false,expert,Greenhill2008,,,
tetum-6_roadpath-1-1,tetum-6_roadpath-1,d.a.l.a.n,95,false,expert,Greenhill2008,,,
mailu-6_roadpath-1-1,mailu-6_roadpath-1,l.a.e.a,1938,false,expert,Greenhill2008,,,
tsou-6_roadpath-1-1,tsou-6_roadpath-1,c.e.o.n.ʉ,95,false,expert,Greenhill2008,,,
nias-6_roadpath-1-1,nias-6_roadpath-1,l.a.l.a,95,false,expert,Greenhill2008,,,
centralamis-6_roadpath-1-1,centralamis-6_roadpath-1,l.a.l.a.n,95,false,expert,Greenhill2008,,,
chamorro-6_roadpath-1-1,chamorro-6_roadpath-1,cʰ.a.l.a.n,95,false,expert,Greenhill2008,,,
banoni-6_roadpath-1-1,banoni-6_roadpath-1,s.a.n.a.n.a,95,false,expert,Greenhill2008,,,
singhi-6_roadpath-1-1,singhi-6_roadpath-1,a.r.a.n,95,false,expert,Greenhill2008,,,
maloh-7_tocome-1-1,maloh-7_tocome-1,m.o.n.d.o.k,1001,false,expert,Greenhill2008,,,
merinamalagasy-7_tocome-1-1,merinamalagasy-7_tocome-1,a.v.j,154,false,expert,Greenhill2008,,,
merinamalagasy-7_tocome-2-1,merinamalagasy-7_tocome-2,t.o.ŋ.a,1055,false,expert,Greenhill2008,,,
thao-7_tocome-1-1,thao-7_tocome-1,m.u.n.a.j,1162,false,expert,Greenhill2008,,,
palauan-7_tocome-1-1,palauan-7_tocome-1,m.é.i,719,false,expert,Greenhill2008,,,
tunjung-7_tocome-1-1,tunjung-7_tocome-1,m.oː.t,1402,false,expert,Greenhill2008,,,
baree-7_tocome-1-1,baree-7_tocome-1,m.a.ʔ.i,719,false,expert,Greenhill2008,,,
iban-7_tocome-1-1,iban-7_tocome-1,d.a.t.a.i,561,false,expert,Greenhill2008,,,
berawanlongterawan-7_tocome-1-1,berawanlongterawan-7_tocome-1,l.i.ʔ,1631,false,expert,Greenhill2008,,,
moken-7_tocome-1-1,moken-7_tocome-1,ŋ.a.d.i.n,1703,false,expert,Greenhill2008,,,
hanunoo-7_tocome-1-1,hanunoo-7_tocome-1,b.a.l.i.k,1798,false,expert,Greenhill2008,,,
wuna-7_tocome-1-1,wuna-7_tocome-1,m.a.i,719,false,expert,Greenhill2008,,,
tetum-7_tocome-1-1,tetum-7_tocome-1,m.a.i,719,false,expert,Greenhill2008,,,
mailu-7_tocome-1-1,mailu-7_tocome-1,a.i,719,false,expert,Greenhill2008,,,
tsou-7_tocome-1-1,tsou-7_tocome-1,o.h,3,false,expert,Greenhill2008,,,
tsou-7_tocome-2-1,tsou-7_tocome-2,u.s.o,3,false,expert,Greenhill2008,,,
nias-7_tocome-1-1,nias-7_tocome-1,m.õ.i,719,false,expert,Greenhill2008,,,
centralamis-7_tocome-1-1,centralamis-7_tocome-1,t.a.j.n.i,2334,false,expert,Greenhill2008,,,
singhi-7_tocome-1-1,singhi-7_tocome-1,n.u.g,2745,false,expert,Greenhill2008,,,
banggi-7_tocome-1-1,banggi-7_tocome-1,m.i.aː.t.a.ŋ,2845,false,expert,Greenhill2008,,,
maloh-8_toturn-1-1,maloh-8_toturn-1,l.e.m.p.a.ŋ,1002,false,expert,Greenhill2008,,,
merinamalagasy-8_toturn-1-1,merinamalagasy-8_toturn-1,v.i.l.j,367,false,expert,Greenhill2008,,,
thao-8_toturn-1-1,thao-8_toturn-1,t.a.u.s.h.u.q.i.s.h,1163,false,expert,Greenhill2008,,,
palauan-8_toturn-1-1,palauan-8_toturn-1,m.e.ŋ.e.s.o.i.m,1255,false,expert,Greenhill2008,,,
tunjung-8_toturn-1-1,tunjung-8_toturn-1,n.e.n.c.a.ŋ,1403,false,expert,Greenhill2008,,,
baree-8_toturn-1-1,baree-8_toturn-1,g.i.l.i,591,false,expert,Greenhill2008,,,
iban-8_toturn-1-1,iban-8_toturn-1,b.i.l.o.k,431,false,expert,Greenhill2008,,,
berawanlongterawan-8_toturn-1-1,berawanlongterawan-8_toturn-1,ŋ.ə.l.i.b.i.ʔ,1632,false,expert,Greenhill2008,,,
moken-8_toturn-1-1,moken-8_toturn-1,nʲ.i.l.i.ə.k,1704,false,expert,Greenhill2008,,,
hanunoo-8_toturn-1-1,hanunoo-8_toturn-1,s.i.m.a.ŋ,1799,false,expert,Greenhill2008,,,
wuna-8_toturn-1-1,wuna-8_toturn-1,n.o.b.e.l.o,1860,false,expert,Greenhill2008,,,
tetum-8_toturn-1-1,tetum-8_toturn-1,f.i.l.a.s,367,false,expert,Greenhill2008,,,
tetum-8_toturn-2-1,tetum-8_toturn-2,f.i.l.a,367,false,expert,Greenhill2008,,,
tetum-8_toturn-3-1,tetum-8_toturn-3,f.a.u.r,367,false,expert,Greenhill2008,,,
tsou-8_toturn-1-1,tsou-8_toturn-1,m.i.u.n.u,2101,false,expert,Greenhill2008,,,
centralamis-8_toturn-1-1,centralamis-8_toturn-1,m.a.l.i.w.u.ŋ,2335,false,expert,Greenhill2008,,,
banoni-8_toturn-1-1,banoni-8_toturn-1,b.e.r.uː,2603,false,expert,Greenhill2008,,,
banoni-8_toturn-2-1,banoni-8_toturn-2,v.e.g.o.m,2604,false,expert,Greenhill2008,,,
singhi-8_toturn-1-1,singhi-8_toturn-1,k.u.s,2746,false,expert,Greenhill2008,,,
maloh-9_toswim-1-1,maloh-9_toswim-1,a.r.a.n.a.n.a.ŋ,311,false,expert,Greenhill2008,,,
merinamalagasy-9_toswim-1-1,merinamalagasy-9_toswim-1,l.o.m.a.n.o,543,false,expert,Greenhill2008,,,
merinamalagasy-9_toswim-2-1,merinamalagasy-9_toswim-2,m.i.l.o.m.a.n.o,1056,false,expert,Greenhill2008,,,
thao-9_toswim-1-1,thao-9_toswim-1,m.r.a.u.z,1164,false,expert,Greenhill2008,,,
palauan-9_toswim-1-1,palauan-9_toswim-1,m.e.ŋ.e.d.u.b,1256,false,expert,Greenhill2008,,,
tunjung-9_toswim-1-1,tunjung-9_toswim-1,k.a.r.a.ŋ.o.j,543,false,expert,Greenhill2008,,,
baree-9_toswim-1-1,baree-9_toswim-1,n.a.ŋ.u,543,false,expert,Greenhill2008,,,
iban-9_toswim-1-1,iban-9_toswim-1,n.j.e.m.e.r.a.i,1558,false,expert,Greenhill2008,,,
berawanlongterawan-9_toswim-1-1,berawanlongterawan-9_toswim-1,p.ə.l.o.ŋ.o.j,543,false,expert,Greenhill2008,,,
moken-9_toswim-1-1,moken-9_toswim-1,n.a.ŋ.o.j,543,false,expert,Greenhill2008,,,
hanunoo-9_toswim-1-1,hanunoo-9_toswim-1,l.u.m.a.ŋ.u.j,543,false,expert,Greenhill2008,,,
wuna-9_toswim-1-1,wuna-9_toswim-1,l.e.n.i,543,false,expert,Greenhill2008,,,
tetum-9_toswim-1-1,tetum-9_toswim-1,n.a.n.i,543,false,expert,Greenhill2008,,,
mailu-9_toswim-1-1,mailu-9_toswim-1,l.o.r.o.l.o.r.o,540,false,expert,Greenhill2008,,,
mailu-9_toswim-2-1,mailu-9_toswim-2,r.o.l.o.r.o.l.o,540,false,expert,Greenhill2008,,,
tsou-9_toswim-1-1,tsou-9_toswim-1,e.u.h.u.ŋ.z.u,543,false,expert,Greenhill2008,,,
nias-9_toswim-1-1,nias-9_toswim-1,m.o.l.a.ŋ.i,543,false,expert,Greenhill2008,,,
centralamis-9_toswim-1-1,centralamis-9_toswim-1,l.a.ŋ.u.j,543,false,expert,Greenhill2008,,,
centralamis-9_toswim-2-1,centralamis-9_toswim-2,m.i.l.a.ŋ.u.j,543,false,expert,Greenhill2008,,,
chamorro-9_toswim-1-1,chamorro-9_toswim-1,n.a.ŋ.u.nʲ.a.ŋ.u,543,false,expert,Greenhill2008,,,
banoni-9_toswim-1-1,banoni-9_toswim-1,s.uː,789,false,expert,Greenhill2008,,,
singhi-9_toswim-1-1,singhi-9_toswim-1,n.a.ŋ.u.j,543,false,expert,Greenhill2008,,,
merinamalagasy-10_dirty-1-1,merinamalagasy-10_dirty-1,m.a.l.o.t.o,242,false,expert,Greenhill2008,,,
thao-10_dirty-1-1,thao-10_dirty-1,m.a.r.i.s.r.i.s.i.n,1165,false,expert,Greenhill2008,,,
palauan-10_dirty-1-1,palauan-10_dirty-1,i.d.o.k.e.l,1257,false,expert,Greenhill2008,,,
tunjung-10_dirty-1-1,tunjung-10_dirty-1,m.a.r.o.t.a.ʔ,242,false,expert,Greenhill2008,,,
baree-10_dirty-1-1,baree-10_dirty-1,s.a.p.a,1485,false,expert,Greenhill2008,,,
iban-10_dirty-1-1,iban-10_dirty-1,k.a.m.a.h,667,false,expert,Greenhill2008,,,
berawanlongterawan-10_dirty-1-1,berawanlongterawan-10_dirty-1,l.a.b.i.h,1633,false,expert,Greenhill2008,,,
moken-10_dirty-1-1,moken-10_dirty-1,c.a.ʔ.i.ə.k,1705,false,expert,Greenhill2008,,,
hanunoo-10_dirty-1-1,hanunoo-10_dirty-1,m.a.j.a.g.t.i.ŋ,423,false,expert,Greenhill2008,,,
hanunoo-10_dirty-2-1,hanunoo-10_dirty-2,m.a.ʔ.u.r.i.ŋ,423,false,expert,Greenhill2008,,,
wuna-10_dirty-1-1,wuna-10_dirty-1,n.o.r.a.k.u,785,false,expert,Greenhill2008,,,
tetum-10_dirty-1-1,tetum-10_dirty-1,k.f.u.r,1882,false,expert,Greenhill2008,,,
tetum-10_dirty-2-1,tetum-10_dirty-2,k.a.r.e.b.o,1883,false,expert,Greenhill2008,,,
mailu-10_dirty-1-1,mailu-10_dirty-1,m.i.l.o.m.i.l.o,335,false,expert,Greenhill2008,,,
tsou-10_dirty-1-1,tsou-10_dirty-1,c.a.i,79,false,expert,Greenhill2008,,,
tsou-10_dirty-2-1,tsou-10_dirty-2,c.a.ʔ.i,79,false,expert,Greenhill2008,,,
nias-10_dirty-1-1,nias-10_dirty-1,m.o.ŋ.d.a.ʔ.i,401,false,expert,Greenhill2008,,,
centralamis-10_dirty-1-1,centralamis-10_dirty-1,m.a.a.c.e.k,2336,false,expert,Greenhill2008,,,
centralamis-10_dirty-2-1,centralamis-10_dirty-2,m.a.k.a.l.i.t,2337,false,expert,Greenhill2008,,,
chamorro-10_dirty-1-1,chamorro-10_dirty-1,h.o.p.l.a.t,2518,false,expert,Greenhill2008,,,
banoni-10_dirty-1-1,banoni-10_dirty-1,k.iː.p.i,2605,false,expert,Greenhill2008,,,
singhi-10_dirty-1-1,singhi-10_dirty-1,k.a.i.s,2747,false,expert,Greenhill2008,,,
singhi-10_dirty-2-1,singhi-10_dirty-2,s.i.r.i.d.a,2748,false,expert,Greenhill2008,,,
banggi-10_dirty-1-1,banggi-10_dirty-1,d.a.m.a.k,567,false,expert,Greenhill2008,,,
merinamalagasy-11_dust-1-1,merinamalagasy-11_dust-1,v.o.v.o.k.a,1057,false,expert,Greenhill2008,,,
baree-11_dust-1-1,baree-11_dust-1,a.w.u,182,false,expert,Greenhill2008,,,
iban-11_dust-1-1,iban-11_dust-1,a.b.u,703,false,expert,Greenhill2008,,,
iban-11_dust-2-1,iban-11_dust-2,a.p.o.k,182,false,expert,Greenhill2008,,,
berawanlongterawan-11_dust-1-1,berawanlongterawan-11_dust-1,a.p.o.ʔ,182,false,expert,Greenhill2008,,,
moken-11_dust-1-1,moken-11_dust-1,k.a.b.o.j,703,false,expert,Greenhill2008,,,
hanunoo-11_dust-1-1,hanunoo-11_dust-1,g.a.b.u.k,182,false,expert,Greenhill2008,,,
hanunoo-11_dust-2-1,hanunoo-11_dust-2,p.u.k.a.p.u.k,182,false,expert,Greenhill2008,,,
tetum-11_dust-1-1,tetum-11_dust-1,r.a.i.#.a.h.u.n,182,false,expert,Greenhill2008,,,
mailu-11_dust-1-1,mailu-11_dust-1,v.e.v.e,1939,false,expert,Greenhill2008,,,
centralamis-11_dust-1-1,centralamis-11_dust-1,t.a.ʔ.f.o.d,2338,false,expert,Greenhill2008,,,
banoni-11_dust-1-1,banoni-11_dust-1,r.a.m.u.t.a,2606,false,expert,Greenhill2008,,,
singhi-11_dust-1-1,singhi-11_dust-1,a.b.u.x,182,false,expert,Greenhill2008,,,
singhi-11_dust-2-1,singhi-11_dust-2,s.a.p.o.k,182,false,expert,Greenhill2008,,,
banggi-11_dust-1-1,banggi-11_dust-1,a.uː,182,false,expert,Greenhill2008,,,
maloh-12_skin-1-1,maloh-12_skin-1,k.u.l.i.t,216,false,expert,Greenhill2008,,,
merinamalagasy-12_skin-1-1,merinamalagasy-12_skin-1,h.o.d.i.t.r.a,216,false,expert,Greenhill2008,,,
thao-12_skin-1-1,thao-12_skin-1,s.h.a.p.a,1166,false,expert,Greenhill2008,,,
palauan-12_skin-1-1,palauan-12_skin-1,b.u.d.é.l,1258,false,expert,Greenhill2008,,,
tunjung-12_skin-1-1,tunjung-12_skin-1,k.u.l.i.t,216,false,expert,Greenhill2008,,,
baree-12_skin-1-1,baree-12_skin-1,p.e.l.a,1486,false,expert,Greenhill2008,,,
iban-12_skin-1-1,iban-12_skin-1,k.u.l.i.t,216,false,expert,Greenhill2008,,,
berawanlongterawan-12_skin-1-1,berawanlongterawan-12_skin-1,k.u.l.a.i.ʔ,216,false,expert,Greenhill2008,,,
moken-12_skin-1-1,moken-12_skin-1,b.u.l.a.ŋ,1706,false,expert,Greenhill2008,,,
hanunoo-12_skin-1-1,hanunoo-12_skin-1,t.a.r.i.p,428,false,expert,Greenhill2008,,,
hanunoo-12_skin-2-1,hanunoo-12_skin-2,l.u.k.u.b,1800,false,expert,Greenhill2008,,,
wuna-12_skin-1-1,wuna-12_skin-1,k.u.l.i,216,false,expert,Greenhill2008,,,
tetum-12_skin-1-1,tetum-12_skin-1,k.u.l.i.t,216,false,expert,Greenhill2008,,,
mailu-12_skin-1-1,mailu-12_skin-1,o.p.i,768,false,expert,Greenhill2008,,,
tsou-12_skin-1-1,tsou-12_skin-1,s.n.ʉ́.f.ʉ,2102,false,expert,Greenhill2008,,,
nias-12_skin-1-1,nias-12_skin-1,u.l.i,216,false,expert,Greenhill2008,,,
centralamis-12_skin-1-1,centralamis-12_skin-1,f.a.ŋ.e.s,835,false,expert,Greenhill2008,,,
centralamis-12_skin-2-1,centralamis-12_skin-2,f.a.ŋ.e.s,835,false,expert,Greenhill2008,,,
chamorro-12_skin-1-1,chamorro-12_skin-1,l.a.sː.a.s,2519,false,expert,Greenhill2008,,,
banoni-12_skin-1-1,banoni-12_skin-1,k.a.b.u.n.u,2607,false,expert,Greenhill2008,,,
singhi-12_skin-1-1,singhi-12_skin-1,k.u.r.i.t,216,false,expert,Greenhill2008,,,
banggi-12_skin-1-1,banggi-12_skin-1,k.u.b.a.l,216,false,expert,Greenhill2008,,,
maloh-13_back-1-1,maloh-13_back-1,b.a.l.a.k.a.ŋ,838,false,expert,Greenhill2008,,,
thao-13_back-1-1,thao-13_back-1,r.i.k.u.s,832,false,expert,Greenhill2008,,,
palauan-13_back-1-1,palauan-13_back-1,u.u.l.k,1259,false,expert,Greenhill2008,,,
tunjung-13_back-1-1,tunjung-13_back-1,p.u.ŋ.u.ŋ,621,false,expert,Greenhill2008,,,
baree-13_back-1-1,baree-13_back-1,t.a.l.i.k.u,832,false,expert,Greenhill2008,,,
iban-13_back-1-1,iban-13_back-1,b.e.l.a.k.a.ŋ,838,false,expert,Greenhill2008,,,
berawanlongterawan-13_back-1-1,berawanlongterawan-13_back-1,l.i.k.o.n,832,false,expert,Greenhill2008,,,
moken-13_back-1-1,moken-13_back-1,l.e.k.oː.t,832,false,expert,Greenhill2008,,,
hanunoo-13_back-1-1,hanunoo-13_back-1,d.a.j.u,1801,false,expert,Greenhill2008,,,
tetum-13_back-1-1,tetum-13_back-1,k.o.tː.u.k,111,false,expert,Greenhill2008,,,
